"brainregion"
"Entire Brodmann area 7, superior parietal"
"Entire pituitary gland"
"Entire pineal gland"
"Entire pituitary pars tuberalis"
"Entire diencephalon"
"Entire pulvinar"
"Entire subthalamic nucleus"
"Entire Reil's limiting sulcus"
"Entire abducens nucleus"
"Entire left occipital lobe"
"Region of hypothalamus"
"Entire parahippocampal gyrus"
"Entire tectum"
"Ventroposterior Medial Nucleus of the Thalamus"
"Entire nucleus of anterior nuclear group of thalamus"
"Entire ventral anterior nucleus of thalamus"
"Entire central medial nucleus of thalamus"
"Utricular nerve"
"Pars nervosa of hypophysis"
"Thalamus part"
"Left basal ganglia"
"Hemispheral lobule IX"
"Medial geniculate body"
"Structure of frontal pole"
"Fimbria of hippocampus"
"Structure of lenticular fasciculus"
"Cerebellar white matter"
"Neostriatum"
"Set of basolateral nuclei of amygdala"
"basolateral nucleus of the amygdala"
"Paratenial Nucleus"
"Organum Vasculosum Laminae Terminalis"
"Structure of superior brachium of corpora quadrigemina"
"Cuneiform nucleus"
"Complex, Superior Olivary"
"Ventral nucleus of the lateral lemniscus"
"Dorsal paramedian reticular nucleus"
"Principal inferior olivary nucleus"
"Bundle, Predorsal"
"Metencephalon"
"Area, Septal"
"Structure of archicortex"
"right brain"
"Entire area postrema"
"Entire medial mammillary nucleus"
"Entire lateral corticospinal tract"
"Entire superior longitudinal fasciculus"
"Brain White Matter"
"Right temporal pole"
"Left mammillary body"
"Right subiculum"
"Left lentiform nucleus"
"Left medial frontal gyrus"
"Left frontal pole"
"Periventricular white matter"
"Fifth ventricle"
"Right frontal lobe structure"
"Temporal lobe gyrus"
"Left parietal lobe structure"
"Structure of hippocampal fissure"
"Cerebral arcuate fibers"
"Anterior Nuclear Group"
"Anteromedial Nucleus"
"Reuniens Thalamic Nucleus"
"Structure of pars parvocellularis of ventral anterior nucleus of thalamus"
"Paracentral Thalamic Nucleus"
"Structure of superior central nucleus of pons"
"Cerebellar vermis structure"
"Posterior superior ansiform lobule of cerebellum"
"Uvula vermis"
"Structure of medulla oblongata fasciculus cuneatus"
"Trigeminal nerve motor nucleus"
"Dorsal Septal Nucleus"
"Central gray substance of pons"
"Structure of lateral globus pallidus"
"Lateral orbital gyrus"
"Parabrachial Nucleus"
"Cingulate Cortex"
"caudal raphe nuclei"
"Spinothalamic tract of medulla"
"Entire cerebellar cortex"
"Parabrachial pigmented nucleus"
"Temporal occipital fusiform cortex (TOF)"
"Brodmann area 10"
"Superior paraolivary nucleus"
"Right supraoptic nucleus"
"Subbrachial nucleus"
"Brodmann area 48"
"Right inferior temporal gyrus"
"Right lingual gyrus"
"Brodmann area 46"
"Nuclei colliculi inferioris"
"Ventral premammillary nucleus"
"Left premotor cortex"
"Right caudate nucleus"
"Right primary motor cortex"
"Right substantia nigra"
"Cortex of right insula"
"Auditory pathway structure"
"Cerebellar cortex structure"
"BRAIN, HIPPOCAMPUS"
"Hypothalamus, Middle"
"Structure of locus ceruleus"
"Motor Cortex"
"Olfactory Nerve"
"Olfactory Pathways"
"Pituitary Gland"
"Reticular Formation"
"Structure of spiral ganglion"
"Tectum Mesencephali"
"Entire lateral ventricle"
"Entire Brodmann area 44, opercular"
"Entire Brodmann area 11, prefrontal"
"Entire midbrain"
"Entire dorsal cochlear nucleus"
"Limbus of cochlear duct (body structure)"
"Brainstem tract"
"Periventricular hypothalamic nucleus"
"Entire metathalamus"
"Layer of cerebrum"
"Entire medial geniculate body"
"Anterior Inferior Frontal Convolution"
"Structure of medial lemniscus in pons"
"Entire parafascicular nucleus of thalamus"
"Right chorda tympani"
"Saccular nerve"
"Left optic tract"
"Entire submedial nucleus of thalamus"
"Entire temporal lobe gyrus"
"Structure of medial frontal gyrus"
"Posterior orbital gyrus"
"Nucleus of brain"
"Perifornical nucleus"
"Dentate nucleus"
"Lateral Hypothalamic Nucleus"
"Structure of postcentral gyrus"
"Structure of orbital gyrus"
"External capsule"
"Medial longitudinal fasciculus"
"Structure of trochlear nucleus"
"Amygdaloid Nucleus, Cortical"
"Magnocellular nucleus of medial geniculate body"
"Structure of lateral preoptic nucleus"
"Structure of medial preoptic nucleus"
"Sublentiform nucleus"
"Intermediate Oculomotor Nucleus"
"Rostral interstitial nucleus of medial longitudinal fasciculus"
"Dorsal nucleus of the lateral lemniscus"
"Structure of dorsal cochlear nucleus"
"Lateral reticular nucleus (medulla)"
"Ventral reticular nucleus"
"Structure of prerubral area"
"Entire Brodmann area 28, entorhinal"
"Right Brodmann area 40"
"Structure of central sulcus"
"Premotor cortex"
"Structure of precentral sulcus"
"Occipital gyrus"
"Uncus of hippocampus"
"Ventral Posterolateral Nucleus"
"Structure of pars magnocellularis of dorsomedial nucleus of thalamus"
"Medial hypothalamic nucleus"
"Structure of interstitial nucleus of Cajal"
"Structure of tractus olivocochlearis"
